,title,company,location,summary,link
60,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
61,Data Engineer,"General Dynamics Mission Systems, Inc","Chantilly, VA",Work closely with the data science team to ensure data cleanliness and accuracy.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5xS56b1g7mvncPywWyZDp-BPUVgtUsCCxDsF8tAuebroVgB0wdsYnuwU_ge0j9r1xx-5RZwpv9asDFWPWEiHR-rHI9VbysY_ncCX_j-XGwCHsHVN9MEl-vbeYo_8YSn13hXsf6eienYuYxug8jvFkzRc6kWAunmxXuRh7EhsECpFV_AvOO23kMJS38HLal9uLedKOgMAgnIkdnaIcCEM9ycqF3jaCoGtCMI9gUJxpqHifww8qAiDcMDhwgqPvhBYvfdQ62eC876Ku_Vd4_8me_JYkIZroqoq8HF1-N62hDzpHYraIyv7gO6SPCrzPhyhgEqa3RiE4wyqYddybeK-fo6T7rWFu_k9HjNX-AYV80M0oGGenQA46KEvcPZ-1NcCGy8S27p3KeZOOPwP4QVOgiGNhknpr82UAPNQ04OUQG9omzVe8NRVFmifYzdwhRBoAMDvOQmXfLL3kwiBiH_WJj1VI6u0zSt90medzHrT8H5GsUD1_GBUxtVRsSntYPM8e3LH9ebGwJT2InE-81oyiPKPM9XVno4rUR23nETGXkU_AJ_rOmGk4lq1kLh1_BESDurWCIZx1AQ-huw3ivpd4a7li0rFXsOCUmNXXZbQxM2fmnPV_P4QxwWWUyhLZ9xn1s-m-vrLaOCfRO6i2Ie2dBfDSEhS3gMBSPRURmfhzdA==&p=15&fvj=0&vjs=3
62,Data Analyst Senior,One Call,"Jacksonville, FL",Works on multiple projects as a project leader or frequently as the subject matter expert.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoBNsftOR156psyhAEunD0li7bgaA5Un-R2_tTFIfXdsF7lIw2xKjhRCUN0oJ6COn7ax2gPdaFCHHSQ5uzbGU6g1Xhhcmx-HjSMIYXwe61C_Epgi2mqpLlIb8lDcRoyMKNiFzJstJbj06xCW8E_f-wslnV2tuVO9RjcFL7yJV1AFQZq9y315Dt66OOKoyqaQq4Wh2tyAka5VBe6JbrSy8ovN4HY-dCq6sMl4Cl8tIpkvD5wRHyWjDVSuiD0D57LoczWijRKA0jYwnr1YLMYunrutyAz2SLGgRENUPNqsvrHof0DoE5neDrXIKV9ey6dYwOtfrMSS99k_K1c3q4zVYxbNw6vVsDoH-qgR-IIUNW1pSPrFF8NOOsUkWdj4C6jZsDyeLWefUY3oZ81KMfL07MC7qQ6d5oClHqCnPXmU9Jvhu3EfDkVc3LmIHZ2hwLWp5uoM4pd8aS3oMdiXAAzGf1cEiy-OfeF_RD5E6AzPvegJlE3a5Mf2Fy8sRMtuADkw1ccL1c6pYxnEGqJtJNPw5Q--IXCfe_Mqq44WLPs0SsQkgdxEWrRIJ2qZF5DJNyc2iMH1lfVQWYDg==&p=16&fvj=0&vjs=3
63,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
64,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
65,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
66,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
67,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
68,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
69,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
70,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
71,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
72,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
73,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
74,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
75,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
76,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
77,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
78,Data Scientist,"Kajeet, Inc.","McLean, VA",Identifying patterns and trends in data sets.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AGYgx8CVc3ujNE8H7ZQ_O6tzIUAzMYlqvHKmN_yDNwuUcx9cwl5lia3U-gn5uMpw7lSE0BAg9AhgefeQ61YHCzaSoXSDQ3y_LaUopxwb3ZxHvA2NjqY0qTgzHWM6D2e780ky0LMAC28QrqXW9LBAV3Wum5_KgEZJB8NvSD0Qk-nwomns3Xgyv6NcXIqqW8TKFI6Qj5oGrrFkd1AgeY_qxhBsEUUJXiLObi29uFDX1ul28EKye9nDeT8MrA0tdmzmxU_zG2K295PNCcKg8mc4syq7sv--PZhJUlBJoA-yDuhZAaDL2LA4-GDk8TfeMNmyQI-Al9nczXFpIxou7ouXZpjIKmj4riquSPKxckGyW_5hE5nWgwHPetcu8kcuOb1u5i3sgSQMyMpXwKMi6lTdV2Xcif9SzpajInMvmqUJwd0HcVyIOV2cxA&p=0&fvj=1&vjs=3
79,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
80,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
81,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
82,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
83,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
84,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
85,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
86,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
87,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
88,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
89,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
90,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
91,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
92,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
93,Data Scientist,National Security Agency,"Fort Meade, MD","Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtGlr3wcSMURH9oqKq1q2FCee1dkQkxJJ_jTPTeaAj6bQY7W8nqpUJM6WNhg1Fr7srQjxek9SAawvVC9GMiVTmhP2Xm5DNNsoU4gf5Acij-lse_XhcJqcfQTcLwLbEx8Kw5BprEcGwSNRJYBWSzwHzBPSAob1QZj2CVDJklzQaCSIRzVPjphUQOsdKPgG_hnG8bXcvKQ2hu-MFBgGjsIc4uUNwCvAbp2l13khvta7skzQHbIxrrqfBZAkOevJamICHhl5q6v3flUuwuqWQa3a1q9z5-S0ScA2tSQZpxq4cK-9fCsveRsDaMdkZ_ar4XBW6huEBKzx0cjV5HdXxv133yRUTu9MoTFhKqe5_Y4YdkO-mIt4ntP93ivw3rWvB0FLGg==&p=0&fvj=0&vjs=3
94,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
95,Data Scientist,BICP,"Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AetIiH8QZSgXAvsGsWQ6AA-ndiSQ5F4QNaVBWDRIvvSgtzStVqF18M24ZGuEyXuAgYDPuaX6FwH_hN91spBmHjvmFwF-uOPb47x1JcHeBWpJV6OXiuXqvTL_iuSo21gJEHiHo12VVanI340T_2Eddd9PnFAp7QSgG8TPPXtznOJQUK3BeeClpHR11GiYe4gCwUMIFthFygN1Z1zRf7Z_chk4oOdZk_4t7H9UCAnPhK_xB7GUfEGWGnw5i9xnkB2TPE8nu2s2yx3ZbfC6szIuWeJX4JvHn-vN7uD_GSOMnONsdl7sfqDHJ6lMBhNLGUl8dLpYiQUP6d_nBdcUOgAbHLXnA0hiwUYfReom-DkDzu6jzOCX8aS9qc-MXvZ8UTXgoWu76hkF49m6Q33gqyRQmkP1nhyFDKIHs6u1haHUu2ULbS8pAvgntc&p=2&fvj=1&vjs=3
96,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
97,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
98,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
99,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
100,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
101,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
102,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
103,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
104,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
105,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
106,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
107,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
108,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
109,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
110,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
111,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
112,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
113,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
114,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
115,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
116,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
117,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
118,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
119,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
120,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
121,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
122,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
123,Geospatial Data Scientist,"BigBear, Inc.","Reston, VA","Disseminate a broad array of intelligence data analysis products dealing with subject profiles, networks, facilities, and resources.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CuFOCLQWFYGtIAyAZenWHHvgSSpK9xnLjB5QUX9uYbWV6WCv6l9T81WVUOpTsAQWprlUJuBAOhPYx3bPiXtacZGoB-r308tNfALVqi51DNwdH7juGLCQySjwz1bcMPWrR9X8afaIpCkPbGLB_A0L_2tqwX164tEZLXdQ34wIB0slwCIixUNQJ6vZ_3WgMqux1NAKhrmCXf-0TYUNeClr9zmu5csXx_spFnfrfoUPNDIhMs_Ao7PW3281b3damIfyaQf4WodLWD_64OtTc1gLBLL_WmJI9oThzJEs16SPbIEU37hv_GEddVHIAT7J5YvNtDwrGdCWul71rjGXtvL0qcIhNNPdpq0dhXUMzBt5DZjCZXbjA8TX1QRGo-A84TZSRCsg2q787fBnTgC8lFO1k9S7CP94g3gi8j2bCp07R5nWPMxM8ncaFYoGMl2xl79cyCeBwbSG1OCA==&p=0&fvj=1&vjs=3
124,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
125,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
126,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
127,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
128,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
129,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
130,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
