,title,company,location,summary,link
578,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
579,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
580,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
581,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
582,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
583,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
584,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
585,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
586,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
587,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
588,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
589,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
590,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
591,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
592,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
593,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
594,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
595,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
596,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
597,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
598,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
599,Data Scientist II - Entry Level,Seagate Technology,"Fremont, CA",You will be using and implementing the latest machine learning and analytics techniques.,https://www.indeed.com/rc/clk?jk=5267b58afbf99703&fccid=eb193642f8c64a12&vjs=3
600,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
601,Data Scientist,BICP,"Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AetIiH8QZSgXAvsGsWQ6AA-ndiSQ5F4QNaVBWDRIvvSgtzStVqF18M24ZGuEyXuAgYDPuaX6FwH_hN91spBmHjvmFwF-uOPb47x1JcHeBWpJV6OXiuXqvTL_iuSo21gJEHiHo12VVanI340T_2Eddd9PnFAp7QSgG8TPPXtznOJQUK3BeeClpHJLUK_U-AOfjelro6iANVte1Al9lmQE8ynRGnDE6Ql8nHtUuUbD5jIbWcmCFz-VymCKltdAppcNTsGMfGjDCgg2QtHN7My7maUohrI3dwhhny8fu38m7jwLCwldwrVYjWr5PHNeFiOe_R_n03c6lyrCQnrf3svgKQ58c4AILSnxM6eBImfdVx6f-fyxZJJKCdF_Kc-ZWI8m3TGBkPETycGv3iK6utug_Sr5kFC8EOJM5gmbw1_hzL1e9tIBN_Yx20&p=1&fvj=1&vjs=3
602,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
603,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
604,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
605,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
606,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
607,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
608,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
609,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
610,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
611,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
612,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
613,"Psomagen, Inc.] Bioinformatics Data Scientist I/II/III","Psomagen, Inc.","Rockville, MD","In Rockville, MD is seeking Computational Scientists/Bioinformaticians to work on implementing analytic pipelines, computational analysis, and/or interpretation…",https://www.indeed.com/company/Macrogen-Corp./jobs/Bioinformatic-Data-Scientist-cd40cad56160ec87?fccid=6229ee526a7f8557&vjs=3
614,Data Scientist I,Novant Health,"Winston-Salem, NC",The Associate must be proficient in employing large scale data analytics to derive actionable insights.,https://www.indeed.com/rc/clk?jk=477ebd7a28590968&fccid=cfd1fe74085d0235&vjs=3
615,Innovation Applied Data Scientist,Noblis,"Washington, DC","Noblis is positioned to provide subject matter expertise (SME) on emerging threats, data analysis, and algorithm development to decision makers in the CWMD…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DYofz-HQ3EEUWGs4-6JIL8FK8s56G6XwZsvFVhglGWaM6Ni6eeMEGmGEz_ZHPmGR2KL5rTyonrCQSmvySIObJPy6udzOqTmpTIb37B7qTGi-tqxBaiwtZ8YXsGZvueB_Fc_72G3tvHyzqF46x8vi4WJOi5FX6_9ET9-C9tZ0ddalaKjCGjySbTsIoTXf5lvR56JiT-jMY05O-4XJ_Fezprhz3v8G_ECn9QgUBK1gVu2vp9EQ-NmBi4-OJItSvHe9dxrI1JwRvYe4WZ8zMktOO3knjSq7LxGOMcVbo1PGeC3t6Ntlxs2reGDoxPxa9DUAcbqxie6twxOSQBRGSpC_0pkHuZFouLq3FWeHyy2O9TdzV6oAIIbdML2t_VhbyiVq6N-O3Tjxjlod0pYWPlevm57nRSsUBhjcsiq79NNtqteuwT7CCzH4eeY2QHoLqpGBSMOYcLJCOYwhUWsw0UgUTJDkyb-DLIS8fLxxqEv-hsre8ckAS84i6dhm0dDvh0UO2QX5R1GAbCX3uzf5MNnL9By5gWi1UxgRiwdKoE-gIOPCkXa_ZYPTe92JXq_PY7wFJXdY0CO9tZtpLCyYxfQLgBLA5YT6EtW0HNjAYRwHbYAcKK_Eyl36S-IKy6AASYbK1vMcssFXuZ11Q0_PKmDV7blRlQ2upErWETP9zwShtWtseL0omWZfIDjCz0T2gR6WlZtihd6UcL9CB5fNd3ble2l60qvrjZPWSs9C0S1u-vEnqHL547urMDqu_2sP1mRNUZxIUPF5lesSVLMbHvOjKGTLMBgKjtwXSY7gwXYjgGeg==&p=0&fvj=0&vjs=3
616,Data Scientist,Vaco,"Charlotte, NC","Work collectively with analytics product managers, data engineers, software developers, and analytics engineers (i.e. DevOps) to glean insights and needs from…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D_sybMACCpf9B-677oK5j6rPldVB6BlrVvFjO_o-GJZbzuF-qh4PxErFUqfUsv_6vw3dfwHO5roAxob5KEse6xnJkGTT_zHeHTLy_ovqCoPXxSgXIDeoMg6J0EiArXRF6yJbHM52CFczAligg5M8RFEAIV1JGOPRK_IJ_6TYpPN3p9zomoYuso9ea7CLZaQS0u4md4hDShHdwTx_umZgYq_jo2O8B2YhK-zxYwxjLrxp80ycATx1y8S8GOzmPxwUbnvaFnNwR9g88giN2SBCT40Qp-OYGr9NtJj_LGDrjqg_N9hqKfr2WuFcgWP0CoBo3bDQ510SfeNzHBU-KKGHh8OBhtQICQTHDpGpDv2DsHDiTXU1x4N0KcJsFmjYwV-RB8pivuiKpTV8j5gMKJ3W0QCSpVv4_CECxQXpFwy2HJqKTgOe6Lld46bbRF-qvoAAaN2PGZCNKGd6lDY8NxwULPb0WqOAa_8CyJLlTZOJKFhA==&p=1&fvj=0&vjs=3
617,"Computational Biologist / Data Scientist, Oncology",Novartis,"Cambridge, MA",Implementing and developing innovative analytical approaches with translational impact for clinical genomic data.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AQgus3xSE4E68EdcPzMEgOKC9qhOanJG5jr53I5ip5yLIv7HOEj7jneZ2lVAE8TSdYJnUEH1snnKnnyGvTucnqTx6i4m8ENa1zNHY0BQSDZ5O85aSa8kOIM2beWbh-PtEywvdLQHwVsBB5RH62X6wbdW_q7SZVmfb9ercv39Uj5ZNg0UWOs5kwpu7GEzEMMrOBgfOMTyp_Kmkh07o0i0KwT17vY4h6OZHc4fMY771kN7MLJJfwPngNwfvu59n9fPieoaVovx_ibDnJEsclxL7Q4GMuoxuJQg2rTqGjh_WC5WYzSy6_IVr9ip8R3xQ9a50U1eXyT0AXeMWRdgqU9aCwW6ChXMeqnLLX8jY5B5296zk-QlTU_ePlGOLiUW1XlG8xD-v8XGxPlOOjVzeE5XG2&p=2&fvj=0&vjs=3
618,Statistician and Software Developer,StataCorp,"College Station, TX",StataCorp is seeking a person with exceptional understanding of statistics and experience in applied statistics and software development.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AY0b_2T2nHanHsHsnfaQvJ0GB9StJzs926JEJVSQF-679EoMmIqDVtD8FMOR39W-VlmY60EmCqMw1dfTJreBtjh2SkrrnlaQMI9PtU65CPSKUP-emPKVt0KX6GQVz169qsr8QPCq378Ifx4Baj68U2bki8VixFpRJu7mQSPVkDMEG76_9gzplNvgLa3aVDqXFh16CzXrRfhgHfQziJw4SH3mp6G5rWBA3fpiQMIfWySFtriuTJRtyDDuZbzsEcTN7FeVR8VOOnN2PcDyrfMQYIqyU-qvW7zc_ZUx6gl9s7F7EeQ7ie6dYxbMMQHJ-yJKc1d9RlsztYTJTq7y-9Wq4QKc0wL-vTpsaCc7jhybC4LARW6NSgFTmgS5odIHLEinIoob5TCE90zWmi3AT8TM1W-VTEu5j_2VN4Z6YJotN4HFFQDBiIA_UoKrkm82fgwTs1axoftGFUOFVozVkS0stNXh_0nRC4SsSao356MAjTsOy2nR_WAJ4hsqJEtT9vhEHZuoxC9njCBDD_di1tb4aClSroxXQiJFU=&p=3&fvj=0&vjs=3
619,"Vice President, Enterprise Data & Information Management",Navy Federal Credit Union,"Vienna, VA","Extensive experience in data management, architecture, data mining, data analytics, and data product development.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1zplEsFktHkQc7kOOwm4rInMAlFzAoLIRfcwaDPIGgqeIPJX4GuT98gSKYHklrHCDCVKLjpYtnA4C_DQA8n6O8zvxVBrnrkWbLjbdz17BGdDHkogepgMVVmsgIvV_Sr9HGNUf16vd3ZecBKJeM2ha8n4URydBBcr1_xwImgkrfDfdkY1vtNEI3EZWs6RGK6lXAZr4TKzXLSzfdxZptlQD5ERespT9oER23MzQbfVjFCIOxKlw3wOD9ReysfGU3ROJ27dluxI5FGO_vi7HIfbl17R46ObHIDtBh4Qt0E3GdP7eADKienHwyTQoay26wbhv53tDtz_Hx1mJ9BrzMnVy_EyBRYC3AmYePIF3XEPb5P_jGiq4Ehz4P-FXvjPdTia0voZxPs9fnDITagAdJVKch_FJ4P9ydyUiqW9WjIlick14yUfdUcXbKsDuF_2gQGs8yrrEidiTmfZ-LaU2iRPrUcp1t2TQ6XxDW8Gex-UznDl7WkJydBgkzlxDmY1J5dnivPHEW2IXePzhw0U98ntoRXpqZxc5GcP4FFmxt7BLlRMWJbpDUHL2PN-SZ6qQpZLvR254bfn7P8--ygUfnlEph1f-C9xFOZGpuVjL8tLJ923O4zB5h6RLGMzxGnwCpLs_uGfWqfG0xg==&p=4&fvj=0&vjs=3
620,Senior Statistician and Software Developer,StataCorp,"College Station, TX",StataCorp is seeking a person with a good understanding of statistics and experience in applied statistics and software development.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AY0b_2T2nHanHsHsnfaQvJ0GB9StJzs926JEJVSQF-63HmeEQZPkxUeh4Q5_z-mTWhkq-KltzwUIUYxhUIvlN5IjZ6nZmAkvdjkaTQvZ5F0H7nRUIGONzuc3N-Wjtyn0rHJIl9iEh2NRKVkmkldOu485vmgZmS4UsAcd6Txfw-CAqteKAoKHlQSfGufjo59Mks0VNOAHQUzAQcpBoKNYCcu3ZJ3j-PfVZg8UibC-TUAlq4V_BAlq_gMkvPJhK4e9_AZ772ec3xhXJ3qHQHqhAlo1JVzYoCVM0NMoG4eVj9KT6S7cWq7ylC6tInOLDpaK9UkjiUhV8uF8ZsqCm-VudnanT1g4ZCrWaci-BJwhCZi-i6Aw58-DZzAqOrpB_PFG4lWu8XyLZXYKA5PHU5hGwVZgSmCw53wfpO0Hpv4rz4ONVl0Aiw6hTB48zJTwUCSWGu9RXcNhKhYCMb3-TJu9KrhwAqt1F5nyBUWgcVkxIiavb1vGY8cX6bGdyx2Gp4wLQTDq7P0HzqHtAR12RJJn8yRyoQbQ-zya0=&p=5&fvj=0&vjs=3
621,Data Scientist Lead Virtual Hiring Event,Booz Allen Hamilton,"Lexington, MA","Booz Allen Hamilton Interview Event! Event Details Date: Tuesday, October 20, 2020 What We're Hiring For Cloud/DevOps Engineer Logistics Engineer, Sr. (TS…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWLuE0AJWyt3e5DTHV9D-2wbiw3p8xwWjBdGdOvHlfOXDJYgt8D5NUml8dsKN6OD-fS9QGgaJQ-jtWOnDxKdn0Ak0IkTsH9I0tMFzYfjYq6l6wrWwNEZPu_a2HkF-7b0VXNMATgYO2O6zpn4VIm6tnwinJMznFz5e0dIUei-Mho2fqA2oq8XXCQ8FzHEoGbTtTOPOBxhpjiqB-vH6k8FIePeQke1LyxtyrLoQeKmYBuU5H-k5QGm1ykV7H1V5RS3acEaogR14mlP0zc27qhmHwYc491fGV_aeVQdcG6JESIi6A0-s8QG9Ja-LmRlxO6MZa_zlBjsv8etpHDzZDOke7Z8pKy9kAo7c-9sXhJnTfZOHuI8AbocKHALk7saf8TMSDE1lV7w5hEL01bhz6-2Kdswuw2zct4xuFA==&p=6&fvj=0&vjs=3
622,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
623,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
624,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
625,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
626,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
627,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
628,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
629,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
630,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
631,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
632,Data Scientist,Fidelity TalentSource,"Boston, MA","Our team of high caliber scientists, mathematicians and statisticians use rigorous quantitative approaches to ensure that we are efficiently building algorithms…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoYXfdOe7El6-Ykny_IbMrQLc_ftZ75MJybi-dJXWXjpPOcRCXVAfLKVO1ncbGEEazs2uuQCCtjNMko3F8DP5eDX4zrD4Ud2tf_A6vARjRuK8hK-PGMxt04I_6NEXxhlbXitS6s1T2HTQyB79rltV4G5kJ7Cju7xmYIX_rXEMvUgPwro8e5ooVnnXMEGm7QzGbYeVP5QkekkzI6h43aGDKTeAGUXo8Ru7uszTHOdARr8vNfnsT8Y9lGafi3bZdIx-DUUZY7sexBHPiqHTTed4XVvr4yH1w7yeLbHSDUQBEcuz8a4bmh70CwktjFx2dJXS8ZlQ5p1yyrwYSsj9pGcg0fZWbxVhtzizOtO0X77siKWMUIKgObbZrJb3FBLJx9USAN8XPtm-NxErjVe969gPsc7bNpRMLaIBwGMIpJOOXf19yAHfpRLoHRceZfbfwNydHl5XgJL4hbUFCFX4IzfqA&p=17&fvj=0&vjs=3
633,Associate Actuary (100% Remote Available),USAA,"Moyock, NC",Experience combining data science and actuarial methodologies.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CdTBpsLrhs4IwmIsoO0brdHaF9POTtXIeJjdlamKYQ_HWXH6wnIvGcHbP1DP6LLSx20kdxvK8CgPPWvtamdV0OmNRCf9X8yPgzUW6DxzcQ4LxxvLYxMe9K7E-Rw59XjQnJgWo-wbRbt5Khfi3HQ3LZQfB5X4IfEEMF1y6QONPxy6tcs43mHkcL_eBRkrgL1voV_vFaQcdrxPwJajYRDyrBxdYBM3BeSHYY0cIfZQMsBNiSoMDB_ZLrfGFr_Iby02PpZBplC7XjarB9by22JcT6f9jU1BxOUqNPtmEFy9NYhAvGjKiUVwf7NiI0qoirFTw_S0wCVomxWyXSRt2lh_IqHShrss5EgLlno0LiHCoGEeb4SVsYL3Dz&p=18&fvj=0&vjs=3
634,Data Scientist,Cognowiz solutions LLC,"Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.",https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3
635,"Data Scientist, Intermediate",UVA Medical Center,"Charlottesville, VA",Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.,https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3
636,Data Scientist,Bains Consulting LLC,"Washington, DC","10+ years of software development experience and be well versed in all aspects of agile software development methodologies, data and application architecture,…",https://www.indeed.com/company/Bains-Consultiing-LLC/jobs/Data-Scientist-d45d4fe55396d210?fccid=a4daa6730e49fbd2&vjs=3
637,Data Scientist,Arshi Systems Inc.,"Charlotte, NC","The Data Scientist needs to have a passion for discovering insights in massive amounts of data, a high level of creativity, and a track record of building…",https://www.indeed.com/company/Arshisystems/jobs/Data-Scientist-7f87061bd1cf7978?fccid=4d47293ec5364fb5&vjs=3
638,Data Scientist,MedThink,"Cary, NC","The Data Scientist position (a member of the Insights & Connections department) involves understanding business and data analytics problems, developing data…",https://www.indeed.com/rc/clk?jk=150f90500e0c7d8a&fccid=0b20e67a8cb5eab7&vjs=3
639,Data Scientist,Lore Ventures,"Palo Alto, CA",Present information using data visualization techniques.,https://www.indeed.com/company/Lore-Ventures/jobs/Data-Scientist-35d4088a490e2b7f?fccid=4c45ad5264ad03c6&vjs=3
640,Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3
641,AI/ML Data Scientist,Applied Information Sciences,"Reston, VA",Ability to provide subject matter guidance.,https://www.indeed.com/rc/clk?jk=3c3e47c720381f1d&fccid=edbbf93fc5210a17&vjs=3
642,Data Scientist (All Levels) - Reduced Form Causal Analysis,Twitter,"Seattle, WA",Providing technical guidance and review to junior data scientists.,https://www.indeed.com/rc/clk?jk=5db3657b02c357cf&fccid=7a3824693ee1074b&vjs=3
643,Clinical Data Scientist,Nucleus,"Glen Allen, VA","This candidate will leverage prospective analytics and use data mining, data analysis, automation, and machine learning methods, to measure performance and…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dx0GoiNX9h-zZrnOAAXGM__uzOpWkPF_tkiRA3-eRCCiRJEM5stoV9t7SFD56jHmbl3261G37hTuBAd0D2_beqXw0Iwo-hLbbhVln3W01GlCEgSN2oqQ_AQRke2Rax8eHN8O6VwBJ92ZcbByNMI7ORxqSkFAzJXXDkBigyyKdI5S1OMl-Csi3QUadnSBH4p6YkNpRV6DHkL1YzQKt0AVKe8bNYCAzYw17rThWG0xbP151QFd5eGqqqIra--XuplO7nTrD74052vFK5bLPxHSv9IIVxtq64tr0M_CpU9_Kyj1OM6xVdhwcM8mL1o4e68Etel7RTl7IWYobhOML732QuJissSgvx94l5zuekEeqLwXBsvyfbkTqDdFFrJgh_dBJiD8bOjgA7JXFoR-cPeyxsYDcCw0GWx8J_sb4RlDwWSHpmRvqFOalPXMC9y-WAHTKC8jcrw2sqQw==&p=9&fvj=1&vjs=3
644,Data Scientist,DataLab USA,"Germantown, MD","Identify patterns & trends in data, and provides insights to enhance business decision making.",https://www.indeed.com/company/Datalab-USA/jobs/Data-Scientist-e514d7f23ee0206b?fccid=b9a42c510078fe6e&vjs=3
645,Data Scientist,ACHNET Inc,"Plano, TX",Building and owning large scale machine learning models.,https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3
646,Forward Deployed Data Scientist,Cresta,NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).",https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3
